manufacturer_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_type,engine_capacity,body_type,has_warranty,ownership,type_of_drive,is_exchangeable,number_of_photos,number_of_maintenance,duration_listed,price_usd
Subaru,automatic,black,193,2010,gasoline,gasoline,2.5,universal,False,owned,all,False,12.0,4,10.0,9800.0
Volkswagen,manual,white,350000,1998,diesel,diesel,1.9,sedan,False,owned,front,True,2.0,5,31.0,4500.0
Honda,manual,silver,330000,2004,gasoline,gasoline,2.0,sedan,False,owned,front,False,12.0,1,12.0,6850.0
Ford,manual,black,405000,1998,gasoline,gasoline,2.0,universal,False,owned,front,True,9.0,10,31.0,2500.0
Citroen,manual,violet,250500,2006,diesel,diesel,1.6,minivan,False,owned,front,False,12.0,145,31.0,4700.0
Toyota,manual,silver,230000,2006,diesel,diesel,2.2,minivan,False,owned,front,True,8.0,1,3.0,8200.0
BMW,manual,black,350000,2003,gasoline,gasoline,2.5,sedan,False,owned,rear,False,8.0,24,31.0,5000.0
Lancia,manual,grey,320000,1997,gasoline,gasoline,2.0,minivan,False,owned,front,True,9.0,20,31.0,3000.0
Hyundai,automatic,black,186684,2011,gasoline,gasoline,1.8,sedan,False,owned,front,False,9.0,57,31.0,10500.0
Audi,manual,other,358000,2001,gasoline,gasoline,2.0,sedan,False,owned,front,True,9.0,23,31.0,5850.0
Ford,manual,silver,120000,2005,gasoline,gasoline,2.3,suv,False,owned,front,False,6.0,5,31.0,6200.0
BMW,automatic,white,143500,2011,gasoline,gasoline,1.6,hatchback,False,owned,rear,True,12.0,22,31.0,9999.0
Volvo,automatic,other,170000,2006,gasoline,gasoline,3.2,suv,False,owned,all,True,1.0,2,31.0,10800.0
Pontiac,automatic,silver,250000,2005,gasoline,gasoline,1.8,hatchback,False,owned,front,False,9.0,14,31.0,4900.0
Citroen,manual,silver,218000,2009,gasoline,gasoline,1.4,minivan,False,owned,front,False,4.0,8,31.0,5800.0
Mazda,manual,other,157000,2004,gasoline,gasoline,2.0,minivan,False,owned,front,False,12.0,3,31.0,4250.0
LADA,manual,silver,13000,2018,gasoline,gasoline,1.8,universal,False,owned,front,False,12.0,10,30.0,12799.96
Volkswagen,manual,white,325000,2010,diesel,diesel,1.6,universal,False,owned,front,False,5.0,23,31.0,6750.0
Hyundai,manual,black,264000,2006,diesel,diesel,2.2,suv,False,owned,all,True,7.0,12,31.0,10500.0
Peugeot,manual,silver,193000,2006,gasoline,gasoline,1.0,hatchback,False,owned,front,False,9.0,7,30.0,3550.0
Chevrolet,automatic,red,65864,2016,gasoline,gasoline,1.4,suv,False,owned,front,False,10.0,9,26.0,7200.0
Volkswagen,manual,grey,270000,2006,diesel,diesel,1.9,universal,False,owned,front,False,9.0,1,31.0,6999.0
Alfa Romeo,manual,black,310008,2002,diesel,diesel,1.9,sedan,False,owned,front,False,5.0,1,1.0,3600.0
Citroen,automatic,red,229030,2011,diesel,diesel,1.6,minivan,False,owned,front,False,12.0,28,31.0,9399.0
Saab,manual,silver,477654,2005,diesel,diesel,1.9,sedan,False,owned,front,True,12.0,4,6.0,4500.0
Chery,manual,other,80000,2011,gasoline,gasoline,1.5,sedan,False,owned,front,False,8.0,16,31.0,2200.0
SsangYong,automatic,black,200000,2006,diesel,diesel,2.0,suv,False,owned,all,False,1.0,9,22.0,5800.0
Opel,manual,black,376000,2001,diesel,diesel,1.7,hatchback,False,owned,front,False,11.0,1,31.0,3200.0
Mercedes-Benz,manual,silver,500000,1997,diesel,diesel,2.2,universal,False,owned,rear,False,10.0,7,31.0,3000.0
Mercedes-Benz,automatic,blue,250000,2005,diesel,diesel,2.2,universal,False,owned,rear,False,4.0,5,31.0,7500.0
Hyundai,automatic,black,250000,2007,gasoline,gasoline,2.7,suv,False,owned,all,False,2.0,1,31.0,8999.0
Mazda,manual,grey,245000,2007,gasoline,gasoline,1.6,hatchback,False,owned,front,True,12.0,16,20.0,5000.0
Citroen,automatic,silver,205000,2010,gasoline,gasoline,2.4,suv,False,owned,all,False,7.0,8,31.0,9500.0
Ford,manual,white,85000,2017,diesel,diesel,1.5,minivan,False,owned,front,True,12.0,1,31.0,14250.0
Pontiac,automatic,black,154000,2001,gasoline,gasoline,3.8,coupe,False,owned,rear,False,8.0,2,15.0,5000.0
Volkswagen,automatic,grey,255000,1999,gasoline,gasoline,2.8,minibus,False,owned,front,True,12.0,41,31.0,9500.0
Ford,manual,white,350000,2002,diesel,diesel,2.4,minibus,False,owned,rear,False,10.0,3,31.0,4400.0
Volkswagen,manual,grey,137000,2011,diesel,diesel,2.0,minibus,False,owned,front,False,12.0,6,31.0,19500.0
Volkswagen,manual,other,320000,1997,gasoline,gasoline,1.6,hatchback,False,owned,front,False,12.0,2,3.0,2800.0
Volkswagen,automatic,blue,112700,2013,gasoline,gasoline,2.0,sedan,False,owned,front,True,11.0,32,31.0,7706.53
Opel,manual,yellow,400000,2005,diesel,diesel,2.2,minibus,False,owned,front,False,9.0,9,31.0,8000.0
Renault,automatic,silver,250000,1999,gas,gasoline,2.0,minivan,False,owned,front,False,2.0,2,31.0,3200.0
Mazda,manual,other,190,2008,gasoline,gasoline,1.8,sedan,False,owned,front,False,6.0,2,5.0,8150.0
Lancia,manual,other,230000,1998,gasoline,gasoline,1.6,universal,False,owned,front,True,10.0,2,24.0,1500.0
Renault,manual,green,235000,1997,gasoline,gasoline,2.0,hatchback,False,owned,front,False,10.0,2,31.0,1600.0
BMW,manual,black,260000,2000,diesel,diesel,2.0,universal,False,owned,rear,False,12.0,1,2.0,5000.0
Nissan,automatic,blue,12500,2018,gasoline,gasoline,2.0,suv,False,owned,all,False,12.0,4,31.0,27100.0
Opel,manual,blue,201000,2008,diesel,diesel,1.7,minivan,False,owned,front,False,11.0,14,30.0,6800.0
Volkswagen,manual,silver,336000,1998,gas,gasoline,1.8,sedan,False,owned,front,False,12.0,90,31.0,3300.0
Peugeot,automatic,blue,145000,2005,gasoline,gasoline,1.6,universal,False,owned,front,True,7.0,37,31.0,4500.0
Volkswagen,automatic,silver,228000,2010,gasoline,gasoline,1.4,universal,False,owned,front,False,9.0,13,31.0,7200.0
Opel,manual,black,477000,2001,diesel,diesel,2.2,sedan,False,owned,rear,True,12.0,2,31.0,3000.0
Opel,manual,silver,278000,1999,gasoline,gasoline,1.6,universal,False,owned,front,False,12.0,2,2.0,3500.0
Mercedes-Benz,automatic,other,400000,2002,diesel,diesel,2.2,sedan,False,owned,rear,True,11.0,1,31.0,4500.0
Mercedes-Benz,automatic,black,122010,2015,diesel,diesel,3.0,suv,False,owned,all,False,12.0,62,31.0,43913.46
BMW,automatic,silver,240000,2006,diesel,diesel,3.0,suv,False,owned,all,False,12.0,9,19.0,11900.0
Peugeot,manual,brown,250000,2006,gasoline,gasoline,1.8,sedan,False,owned,front,True,6.0,7,17.0,3650.0
Citroen,manual,white,230000,2005,diesel,diesel,1.6,hatchback,False,owned,front,False,12.0,57,31.0,4700.0
Mazda,manual,green,260000,2002,gasoline,gasoline,1.8,minivan,False,owned,front,False,4.0,4,7.0,3300.0
Suzuki,manual,black,130000,2007,gasoline,gasoline,2.0,suv,False,owned,all,False,5.0,3,31.0,9500.0
Volkswagen,automatic,grey,132800,2011,hybrid-petrol,gasoline,3.0,suv,False,owned,all,True,12.0,83,31.0,17450.0
Ford,manual,silver,250000,1997,gasoline,gasoline,1.6,sedan,False,owned,rear,False,12.0,4,31.0,1450.0
Nissan,manual,silver,304000,2002,diesel,diesel,2.2,sedan,False,owned,front,False,9.0,1,7.0,3650.0
Renault,manual,green,340000,1998,gasoline,gasoline,2.0,hatchback,False,owned,front,False,7.0,7,31.0,2000.0
Chrysler,automatic,other,202777,2008,gasoline,gasoline,2.7,sedan,False,owned,rear,True,12.0,27,31.0,9500.0
Peugeot,manual,silver,320000,1999,diesel,diesel,2.0,sedan,False,owned,front,False,7.0,16,31.0,2900.0
Mercedes-Benz,manual,silver,268000,1997,gasoline,gasoline,1.8,sedan,False,owned,front,False,6.0,3,31.0,2900.0
Toyota,automatic,grey,195000,2006,gasoline,gasoline,3.5,sedan,False,owned,front,False,12.0,28,31.0,9500.0
BMW,automatic,black,128000,2012,diesel,diesel,3.0,suv,False,owned,all,True,12.0,10,31.0,33755.57
Mercedes-Benz,automatic,violet,1000000,1997,diesel,diesel,2.2,sedan,False,owned,rear,False,5.0,12,31.0,4100.0
Volkswagen,manual,white,369000,1999,gasoline,gasoline,1.4,hatchback,False,owned,front,False,5.0,4,8.0,2600.0
Renault,manual,green,180000,1999,gasoline,gasoline,2.0,minivan,False,owned,front,True,8.0,8,9.0,2500.0
SsangYong,manual,silver,425000,1999,gasoline,gasoline,2.3,suv,False,owned,all,False,5.0,1,31.0,2800.0
Renault,automatic,black,276000,2001,gas,gasoline,1.6,minivan,False,owned,front,False,9.0,87,31.0,3650.0
Toyota,automatic,blue,120000,2007,gasoline,gasoline,1.3,hatchback,False,owned,front,False,3.0,1,22.0,5599.0
Suzuki,manual,green,274000,1997,gasoline,gasoline,1.6,universal,False,owned,front,False,4.0,2,31.0,1650.0
Chevrolet,automatic,white,45500,2016,gasoline,gasoline,1.4,sedan,False,owned,front,False,6.0,6,31.0,12500.0
Volkswagen,manual,silver,436000,1999,diesel,diesel,1.9,hatchback,False,owned,front,False,3.0,2,31.0,1950.0
Nissan,manual,grey,145000,2011,gasoline,gasoline,1.6,suv,False,owned,front,False,9.0,16,31.0,10400.0
Opel,automatic,silver,292901,1999,gasoline,gasoline,3.0,sedan,False,owned,rear,False,8.0,5,31.0,2300.0
Renault,manual,green,293000,1999,gasoline,gasoline,1.1,hatchback,False,owned,rear,True,12.0,2,1.0,999.0
Opel,manual,blue,371000,2000,diesel,diesel,2.0,minivan,False,owned,front,False,12.0,10,17.0,3900.0
Ford,manual,other,330000,1997,gasoline,gasoline,2.0,liftback,False,owned,front,True,7.0,10,23.0,2000.0
Toyota,manual,grey,370000,2001,diesel,diesel,2.0,minivan,False,owned,front,True,12.0,20,31.0,5450.0
Volvo,manual,blue,149000,2005,diesel,diesel,1.6,sedan,False,owned,front,True,12.0,7,31.0,6500.0
Hyundai,manual,black,290519,2001,gasoline,gasoline,2.4,suv,False,owned,front,False,12.0,47,31.0,4500.0
ГАЗ,manual,blue,250000,2005,diesel,diesel,2.5,van,False,owned,rear,False,9.0,1,31.0,4500.0
Mazda,manual,black,224000,2006,gasoline,gasoline,2.3,sedan,False,owned,all,True,12.0,30,31.0,6450.0
BMW,manual,silver,346000,2004,gasoline,gasoline,3.0,sedan,False,owned,rear,False,12.0,12,29.0,8700.0
BMW,automatic,grey,300000,2006,diesel,diesel,3.0,suv,False,owned,all,True,12.0,2,11.0,12900.0
Suzuki,manual,black,238000,2005,gasoline,gasoline,1.6,universal,False,owned,front,True,11.0,9,13.0,4300.0
Opel,manual,silver,310000,2001,diesel,diesel,2.0,minivan,False,owned,front,False,11.0,1,3.0,4300.0
Audi,manual,black,401000,2003,gasoline,gasoline,1.6,universal,False,owned,front,False,12.0,39,31.0,5390.0
Mitsubishi,manual,black,5000,2000,gasoline,gasoline,2.4,coupe,False,owned,front,False,7.0,1,3.0,3319.74
Ford,manual,white,45000,2013,gasoline,gasoline,1.3,hatchback,False,owned,front,True,12.0,19,31.0,7700.0
Ford,manual,other,35000,1998,gasoline,gasoline,2.0,universal,False,owned,front,False,11.0,1,31.0,1422.74
Chery,manual,grey,118000,2012,gasoline,gasoline,1.3,hatchback,False,owned,front,False,4.0,2,31.0,3000.0
Peugeot,manual,silver,210000,2010,gasoline,gasoline,1.6,suv,False,owned,front,False,10.0,10,31.0,8700.0
Peugeot,automatic,brown,101360,2014,gasoline,gasoline,1.6,sedan,False,owned,front,True,12.0,5,7.0,7350.0
Volkswagen,manual,brown,160000,2011,gasoline,gasoline,1.8,sedan,False,owned,front,False,12.0,4,31.0,9600.0
Hyundai,manual,white,300000,2015,diesel,diesel,4.0,van,False,owned,rear,False,5.0,1,31.0,17000.0
Opel,automatic,grey,280000,2002,gasoline,gasoline,2.2,minivan,False,owned,front,False,8.0,1,31.0,4900.0
Mitsubishi,manual,silver,340000,1999,gasoline,gasoline,2.4,minivan,False,owned,front,False,12.0,38,31.0,1900.0
Mercedes-Benz,automatic,blue,433000,2004,diesel,diesel,2.2,sedan,False,owned,rear,False,5.0,7,31.0,7500.0
Mitsubishi,automatic,grey,105000,2016,gasoline,gasoline,2.0,suv,False,owned,all,False,12.0,11,31.0,19700.0
Alfa Romeo,manual,red,335000,1998,gasoline,gasoline,1.8,sedan,False,owned,front,False,12.0,22,31.0,1700.0
Audi,automatic,other,270000,2010,diesel,diesel,2.0,universal,False,owned,front,False,8.0,13,31.0,11900.0
Volkswagen,manual,black,337300,2002,diesel,diesel,2.5,sedan,False,owned,all,False,7.0,18,26.0,5900.0
Subaru,automatic,silver,350000,2004,gasoline,gasoline,2.5,sedan,False,owned,all,False,7.0,29,31.0,4500.0
Renault,manual,blue,270000,1997,diesel,diesel,1.9,minivan,False,owned,front,False,11.0,1,1.0,1800.0
Ford,manual,white,280000,1998,gasoline,gasoline,2.0,sedan,False,owned,front,True,3.0,26,31.0,1300.0
Audi,automatic,blue,263000,2000,gasoline,gasoline,2.4,sedan,False,owned,front,False,12.0,7,15.0,4100.0
ВАЗ,manual,silver,42000,2011,gasoline,gasoline,1.6,sedan,False,owned,front,False,7.0,2,31.0,3650.0
Volvo,automatic,black,149000,2013,diesel,diesel,2.4,suv,False,owned,all,False,11.0,18,31.0,27900.0
Citroen,manual,silver,285000,2003,diesel,diesel,2.0,universal,False,owned,front,False,6.0,2,31.0,2300.0
Volvo,manual,black,300000,1998,gasoline,gasoline,1.8,universal,False,owned,front,False,11.0,1,31.0,2450.0
Suzuki,automatic,red,161000,2009,gasoline,gasoline,1.6,hatchback,False,owned,front,False,7.0,1,26.0,7500.0
BMW,manual,silver,360000,1998,gasoline,gasoline,2.0,sedan,False,owned,rear,False,4.0,1,26.0,3600.0
Volkswagen,manual,other,260000,2007,diesel,diesel,2.0,universal,False,owned,front,True,7.0,31,31.0,7700.0
Ford,manual,blue,200000,1997,gasoline,gasoline,1.8,universal,False,owned,front,True,8.0,1,2.0,650.0
Opel,manual,grey,115500,2006,gasoline,gasoline,1.2,hatchback,False,owned,front,False,12.0,10,31.0,4000.0
Mazda,manual,black,285000,2007,diesel,diesel,2.5,pickup,False,owned,front,False,10.0,1,1.0,8500.0
Opel,manual,silver,480000,1997,diesel,diesel,2.5,sedan,False,owned,rear,False,5.0,1,31.0,1650.0
Ford,manual,blue,160000,2008,gasoline,gasoline,1.4,hatchback,False,owned,front,False,5.0,18,31.0,4000.0
Nissan,automatic,black,200000,2005,gasoline,gasoline,4.0,suv,False,owned,all,True,12.0,1,9.0,8650.0
BMW,automatic,black,142314,2015,gasoline,gasoline,2.0,sedan,False,owned,rear,False,12.0,12,16.0,22950.0
Audi,manual,blue,267000,1998,gasoline,gasoline,2.4,sedan,False,owned,front,True,9.0,29,31.0,5000.0
Peugeot,manual,white,344000,2006,diesel,diesel,1.6,hatchback,False,owned,front,False,12.0,11,31.0,3850.0
Skoda,manual,other,177000,2010,gasoline,gasoline,1.2,minivan,False,owned,front,True,10.0,1,2.0,5800.0
Renault,manual,black,200000,2004,diesel,diesel,1.9,minivan,False,owned,front,False,12.0,73,31.0,4950.0
Renault,manual,silver,325000,2004,diesel,diesel,1.9,minivan,False,owned,front,False,12.0,19,31.0,6500.0
Renault,manual,black,147500,2016,diesel,diesel,1.5,hatchback,False,owned,front,False,12.0,1,31.0,12750.0
Audi,manual,other,300000,2001,diesel,diesel,1.9,sedan,False,owned,front,False,5.0,1,31.0,6550.0
Citroen,manual,white,370000,2001,diesel,diesel,2.0,hatchback,False,owned,front,False,12.0,1,31.0,4000.0
Mercedes-Benz,automatic,other,275000,2006,diesel,diesel,2.2,universal,False,owned,rear,False,12.0,1,31.0,7450.0
Toyota,automatic,red,110000,2009,gas,gasoline,3.5,minivan,False,owned,all,True,12.0,50,31.0,14500.0
Ford,automatic,silver,250000,2007,diesel,diesel,2.0,minivan,False,owned,front,False,8.0,6,31.0,11500.0
Peugeot,manual,silver,253000,2004,diesel,diesel,1.6,universal,False,owned,front,False,12.0,7,31.0,5300.0
Volkswagen,manual,black,300000,2006,diesel,diesel,1.9,hatchback,False,owned,front,False,6.0,6,18.0,5400.0
Audi,automatic,black,209000,2007,gasoline,gasoline,4.2,suv,False,owned,all,False,10.0,1,31.0,10500.0
Alfa Romeo,manual,silver,291025,1997,gasoline,gasoline,2.0,sedan,False,owned,front,False,12.0,47,31.0,1800.0
Mazda,manual,grey,197400,2003,diesel,diesel,2.0,hatchback,False,owned,front,True,9.0,1,31.0,4000.0
Fiat,manual,blue,270000,1999,gasoline,gasoline,1.4,hatchback,False,owned,front,True,4.0,4,31.0,1000.0
Hyundai,manual,silver,289500,2002,diesel,diesel,1.5,sedan,False,owned,front,False,9.0,3,31.0,2500.0
Volkswagen,automatic,blue,114000,2012,gasoline,gasoline,2.0,hatchback,False,owned,all,True,12.0,5,20.0,19950.0
Nissan,manual,blue,350000,1998,diesel,diesel,2.0,universal,False,owned,front,False,4.0,2,31.0,806.22
Toyota,automatic,black,88514,2015,hybrid-petrol,gasoline,1.8,universal,False,owned,front,False,6.0,8,31.0,18900.0
Fiat,manual,white,232000,2013,gasoline,gasoline,1.4,van,False,owned,front,True,12.0,2,2.0,5750.0
Rover,manual,blue,200000,1997,gasoline,gasoline,1.4,hatchback,False,owned,front,True,5.0,8,22.0,850.0
Nissan,manual,red,393000,2001,diesel,diesel,2.2,hatchback,False,owned,front,False,10.0,2,13.0,2500.0
Skoda,manual,green,0,2019,gasoline,gasoline,1.4,suv,True,new,front,True,12.0,1,2.0,25072.09
Ford,manual,black,283000,2001,diesel,diesel,1.9,minivan,False,owned,front,False,9.0,26,31.0,6390.0
Audi,manual,black,251000,1999,gasoline,gasoline,1.8,coupe,False,owned,front,False,6.0,4,31.0,5700.0
Peugeot,manual,blue,238000,1999,gasoline,gasoline,1.4,hatchback,False,owned,front,False,8.0,1,31.0,2450.0
Mazda,automatic,silver,130000,2008,gasoline,gasoline,2.0,sedan,False,owned,front,False,10.0,10,31.0,8000.0
Volvo,automatic,silver,275000,2006,gasoline,gasoline,2.5,sedan,False,owned,all,False,6.0,4,15.0,5200.0
Renault,manual,grey,297000,1999,gasoline,gasoline,1.6,sedan,False,owned,front,True,9.0,76,31.0,2750.0
Fiat,manual,red,208000,1999,gasoline,gasoline,1.2,hatchback,False,owned,front,False,12.0,1,0.0,2290.0
Mercedes-Benz,automatic,silver,230000,2009,diesel,diesel,2.2,sedan,False,owned,rear,True,11.0,1,10.0,14900.0
Ford,manual,black,222222,2006,diesel,diesel,2.0,universal,False,owned,front,True,7.0,3,24.0,4950.0
Kia,manual,black,67000,2013,gasoline,gasoline,1.4,sedan,False,owned,front,False,12.0,1,31.0,8250.0
Audi,manual,red,180000,1997,gasoline,gasoline,1.6,hatchback,False,owned,front,False,6.0,1,31.0,2200.0
Fiat,manual,brown,320000,2000,diesel,diesel,1.9,minivan,False,owned,front,False,5.0,2,31.0,4742.47
Volkswagen,manual,black,135600,2015,diesel,diesel,1.6,universal,False,owned,front,True,12.0,52,31.0,12500.0
Volkswagen,automatic,black,314650,2012,diesel,diesel,3.0,suv,False,owned,all,True,12.0,17,31.0,21499.0
Mazda,automatic,white,83200,2009,gasoline,gasoline,2.3,suv,False,owned,all,True,12.0,2,11.0,10950.0
Opel,automatic,other,293000,2009,diesel,diesel,2.0,universal,False,owned,front,True,12.0,20,31.0,9700.0
BMW,automatic,black,345000,2005,diesel,diesel,3.0,suv,False,owned,all,True,12.0,22,31.0,10800.0
Skoda,manual,brown,0,2019,gasoline,gasoline,1.6,sedan,True,new,front,True,12.0,2,3.0,14746.28
Volkswagen,manual,black,250000,2004,diesel,diesel,2.0,minivan,False,owned,front,False,10.0,6,8.0,6400.0
Acura,automatic,grey,205000,2007,gasoline,gasoline,3.5,sedan,False,owned,front,False,12.0,2,31.0,9700.0
Opel,manual,silver,406800,1999,gasoline,gasoline,2.0,sedan,False,owned,rear,False,12.0,4,16.0,2600.0
Hyundai,manual,blue,130000,2008,gasoline,gasoline,1.2,hatchback,False,owned,front,False,8.0,2,31.0,4700.0
Kia,manual,silver,265000,2000,gasoline,gasoline,2.0,sedan,False,owned,front,True,3.0,15,20.0,1500.0
Opel,manual,grey,139000,2012,gasoline,gasoline,1.6,sedan,False,owned,front,False,8.0,4,11.0,6850.0
Renault,manual,white,300000,1997,gasoline,gasoline,1.4,hatchback,False,owned,front,False,9.0,1,31.0,950.0
Volkswagen,manual,silver,275000,2007,diesel,diesel,1.9,sedan,False,owned,front,False,12.0,7,30.0,6290.0
Alfa Romeo,manual,red,337000,1999,gasoline,gasoline,2.5,sedan,False,owned,front,True,12.0,32,31.0,3600.0
Ford,automatic,grey,71000,2015,gasoline,gasoline,2.0,suv,False,owned,all,False,6.0,1,6.0,17900.0
Peugeot,manual,white,132000,2015,diesel,diesel,1.6,minivan,False,owned,front,False,12.0,2,2.0,11950.0
Volvo,manual,blue,300000,1998,gasoline,gasoline,1.6,sedan,False,owned,front,True,12.0,1,31.0,3150.0
Kia,automatic,other,273588,2003,gasoline,gasoline,3.5,suv,False,owned,rear,False,6.0,1,31.0,5000.0
Lexus,automatic,white,82000,2015,gasoline,gasoline,2.0,suv,False,owned,all,False,12.0,5,7.0,28300.0
Fiat,manual,yellow,272000,2003,diesel,diesel,1.9,hatchback,False,owned,front,False,6.0,19,31.0,2700.0
Mazda,manual,silver,300000,2001,diesel,diesel,2.0,universal,False,owned,front,True,6.0,13,15.0,1800.0
Toyota,automatic,black,167000,2007,gasoline,gasoline,1.6,sedan,False,owned,front,False,12.0,29,31.0,6900.0
Volkswagen,automatic,black,204000,2010,gasoline,gasoline,1.4,sedan,False,owned,front,False,9.0,13,31.0,7999.0
Peugeot,automatic,red,230000,2004,gasoline,gasoline,1.8,sedan,False,emergency,front,False,7.0,3,31.0,2300.0
Peugeot,manual,black,401680,2001,diesel,diesel,2.2,sedan,False,owned,front,False,12.0,1,0.0,2500.0
Volvo,automatic,grey,17387,2017,gasoline,gasoline,2.0,universal,False,owned,all,True,12.0,172,31.0,48200.0
Mercedes-Benz,manual,grey,95000,2013,diesel,diesel,1.5,minivan,False,owned,front,False,3.0,9,31.0,11800.0
Skoda,automatic,black,0,2019,gasoline,gasoline,2.0,suv,True,new,all,True,12.0,2,3.0,36329.32
Dodge,manual,silver,265000,2008,diesel,diesel,2.0,hatchback,False,owned,front,False,9.0,1,7.0,7500.0
Citroen,automatic,grey,147000,2014,diesel,diesel,1.6,hatchback,False,owned,front,False,12.0,7,17.0,11150.0
Toyota,automatic,blue,241402,2006,hybrid-petrol,gasoline,2.4,sedan,False,owned,front,True,12.0,19,31.0,8700.0
Opel,manual,blue,510000,1997,gas,gasoline,2.0,hatchback,False,owned,front,False,12.0,10,15.0,1900.0
Volkswagen,automatic,white,400000,2003,gas,gasoline,2.8,minibus,False,owned,front,True,12.0,2,31.0,11500.0
Volkswagen,manual,white,220000,1998,gasoline,gasoline,1.4,hatchback,False,owned,front,False,8.0,5,31.0,3700.0
BMW,automatic,black,538000,2003,diesel,diesel,3.0,sedan,False,owned,rear,True,12.0,10,23.0,8950.0
Opel,manual,white,207000,2008,gasoline,gasoline,1.8,hatchback,False,owned,front,False,12.0,5,31.0,5900.0
Mercedes-Benz,automatic,blue,460000,1997,diesel,diesel,2.2,sedan,False,owned,rear,True,5.0,27,31.0,3200.0
BMW,automatic,silver,275000,1998,gas,gasoline,2.5,sedan,False,owned,rear,False,9.0,3,31.0,4700.0
Nissan,manual,silver,490000,1998,gasoline,gasoline,1.6,universal,False,owned,front,False,11.0,1,31.0,1250.0
Infiniti,automatic,black,0,2019,gasoline,gasoline,2.0,suv,False,new,all,False,11.0,12,31.0,47000.0
Audi,automatic,black,130000,2012,gasoline,gasoline,2.0,suv,False,owned,all,False,12.0,2,3.0,16999.0
Opel,automatic,blue,137000,2011,diesel,diesel,1.7,minivan,False,owned,front,False,7.0,10,31.0,8300.0
Skoda,manual,blue,225000,2008,diesel,diesel,1.4,hatchback,False,owned,front,False,6.0,14,31.0,4800.0
Mercedes-Benz,automatic,silver,315000,2002,diesel,diesel,4.0,suv,False,owned,all,False,2.0,315,31.0,7200.0
BMW,automatic,blue,200000,2013,diesel,diesel,2.0,universal,False,owned,rear,False,2.0,6,31.0,19500.0
Suzuki,manual,silver,360000,1999,diesel,diesel,1.9,universal,False,owned,front,True,5.0,4,31.0,1300.0
Audi,manual,blue,300000,2001,gasoline,gasoline,2.0,sedan,False,owned,front,False,6.0,1,0.0,4700.0
Volkswagen,manual,grey,36300,2017,gasoline,gasoline,1.6,sedan,False,owned,front,False,8.0,1,31.0,9800.0
Skoda,manual,silver,184000,2010,gasoline,gasoline,1.4,liftback,False,owned,front,False,7.0,2,2.0,8061.75
Hyundai,automatic,green,235000,1999,gasoline,gasoline,2.5,sedan,False,owned,front,False,5.0,3,31.0,1700.0
Toyota,automatic,red,250000,2007,gasoline,gasoline,2.0,suv,False,owned,front,False,4.0,6,31.0,10000.0
Volvo,automatic,black,105573,2012,gasoline,gasoline,1.6,sedan,False,owned,front,False,3.0,1,31.0,10977.0
Ford,automatic,grey,205000,2016,diesel,diesel,2.0,universal,False,owned,front,False,9.0,10,31.0,16900.0
Subaru,automatic,blue,256000,2012,gasoline,gasoline,2.5,universal,False,owned,all,False,7.0,2,9.0,14227.45
Ford,manual,white,486000,1998,diesel,diesel,2.5,minibus,False,owned,rear,False,7.0,26,31.0,3750.0
Mercedes-Benz,automatic,black,91500,2010,gasoline,gasoline,3.5,suv,False,owned,all,False,1.0,6,19.0,13500.0
Volkswagen,manual,grey,128000,2013,gasoline,gasoline,1.4,hatchback,False,owned,front,False,6.0,21,31.0,11400.0
ГАЗ,manual,white,240000,2016,diesel,diesel,2.8,van,False,owned,rear,False,5.0,5,31.0,17900.0
BMW,automatic,brown,298502,1997,gas,gasoline,4.4,sedan,False,owned,rear,False,12.0,4,19.0,7500.0
Peugeot,manual,silver,350000,2005,gasoline,gasoline,2.0,universal,False,owned,front,False,12.0,10,13.0,5000.0
Volkswagen,manual,blue,275000,2008,diesel,diesel,1.9,hatchback,False,owned,front,False,9.0,3,31.0,7000.0
Ford,manual,white,167239,2015,diesel,diesel,1.5,universal,False,owned,front,True,12.0,18,27.0,10850.0
ГАЗ,manual,white,190000,2008,gasoline,gasoline,2.4,van,False,owned,front,False,4.0,1,31.0,2999.0
ВАЗ,manual,blue,172000,2007,gasoline,gasoline,1.7,suv,False,owned,all,False,7.0,1,31.0,3200.0
Renault,manual,black,345000,2010,diesel,diesel,1.5,minivan,False,owned,front,False,11.0,1,31.0,7500.0
Volkswagen,manual,brown,64000,2017,gasoline,gasoline,1.6,sedan,False,owned,front,False,10.0,38,31.0,9500.0
Peugeot,manual,red,145000,2010,gasoline,gasoline,1.6,hatchback,False,owned,front,False,7.0,4,21.0,6000.0
Ford,manual,silver,155000,2012,gasoline,gasoline,1.6,minivan,False,owned,front,False,1.0,2,31.0,9900.0
Peugeot,manual,blue,250000,2001,gasoline,gasoline,1.4,hatchback,False,owned,front,False,6.0,3,11.0,2400.0
Daewoo,manual,silver,242000,2000,gasoline,gasoline,2.0,sedan,False,owned,front,True,11.0,2,11.0,1650.0
Renault,manual,grey,280000,1997,gasoline,gasoline,1.4,minivan,False,owned,front,False,6.0,1,2.0,850.0
Kia,manual,silver,249300,2001,gas,gasoline,2.0,minivan,False,owned,front,True,12.0,39,31.0,3399.0
Infiniti,automatic,black,244000,2003,gasoline,gasoline,4.5,suv,False,owned,all,True,12.0,1,11.0,8500.0
